Number Of Letters,Number of Sentences,Number of Tokens,Number of Unique Words,Number of syllables,Number of Tokens with More Than 2 Syllables,Mean Sentence Length in Letters,Mean Sentence Length in Syllables,Mean Sentence Length in Tokens,Number of Word Tokens (excluding punctuation and numbers),Number of Word Tokens (including Punctuation and Numbers),Number of Word Types,Number of Word Types (excluding Punctuation and numbers),Number of Word Types (including Punctuation and Numbers),Number of Word Types with More Than 2 Syllables,Percentage of Tokens with More Than 2 Syllables,Percentage of Word Types with More Than 2 Syllables,Proficiency
384,10,104,53,166,53,38.4,16.6,10.4,102,115,72,71,76,45,0.509615384615385,0.592105263157895,2
944,11,180,73,418,120,85.8181818181818,38,16.3636363636364,180,193,105,106,109,86,0.666666666666667,0.761061946902655,2
1291,16,273,84,569,160,80.6875,35.5625,17.0625,273,302,133,134,137,113,0.586080586080586,0.795774647887324,2
1349,18,302,102,582,160,74.9444444444444,32.3333333333333,16.7777777777778,300,331,150,150,157,120,0.529801324503311,0.754716981132076,2
1026,11,211,91,449,115,93.2727272727273,40.8181818181818,19.1818181818182,211,232,119,120,123,101,0.545023696682464,0.801587301587302,2
974,17,219,85,428,109,57.2941176470588,25.1764705882353,12.8823529411765,218,241,118,118,123,94,0.497716894977169,0.728682170542636,2
1118,19,244,103,492,138,58.8421052631579,25.8947368421053,12.8421052631579,242,280,136,137,144,106,0.565573770491803,0.711409395973154,2
1281,19,292,112,544,152,67.4210526315789,28.6315789473684,15.3684210526316,288,314,160,159,166,123,0.520547945205479,0.706896551724138,2
918,16,199,106,403,116,57.375,25.1875,12.4375,198,219,129,129,132,102,0.582914572864322,0.772727272727273,2
862,18,189,78,358,103,47.8888888888889,19.8888888888889,10.5,185,207,114,112,117,80,0.544973544973545,0.661157024793388,2
776,9,174,73,334,96,86.2222222222222,37.1111111111111,19.3333333333333,174,187,102,103,105,76,0.551724137931034,0.684684684684685,2
1133,11,256,97,508,148,103,46.1818181818182,23.2727272727273,256,277,133,134,136,105,0.578125,0.766423357664234,2
1018,11,236,71,448,131,92.5454545454545,40.7272727272727,21.4545454545455,236,254,110,111,113,86,0.555084745762712,0.722689075630252,2
1000,14,225,76,434,125,71.4285714285714,31,16.0714285714286,224,241,115,115,119,89,0.555555555555556,0.717741935483871,2
1232,14,270,116,535,143,88,38.2142857142857,19.2857142857143,270,290,152,154,157,118,0.52962962962963,0.732919254658385,2
1230,10,277,134,530,147,123,53,27.7,277,297,161,162,165,129,0.530685920577617,0.758823529411765,2
1154,11,243,106,514,127,104.909090909091,46.7272727272727,22.0909090909091,243,276,134,134,138,110,0.522633744855967,0.79136690647482,2
906,10,216,80,388,110,90.6,38.8,21.6,214,238,109,109,116,85,0.509259259259259,0.726495726495726,2
1153,18,260,96,522,142,64.0555555555556,29,14.4444444444444,259,295,129,130,135,105,0.546153846153846,0.766423357664234,2
1142,12,261,107,496,126,95.1666666666667,41.3333333333333,21.75,261,282,134,137,140,108,0.482758620689655,0.755244755244755,2
843,14,183,72,363,96,60.2142857142857,25.9285714285714,13.0714285714286,183,197,99,101,103,77,0.524590163934426,0.7,2
633,11,146,79,269,79,57.5454545454545,24.4545454545455,13.2727272727273,144,159,98,97,103,69,0.541095890410959,0.676470588235294,2
1098,18,246,79,478,137,61,26.5555555555556,13.6666666666667,245,267,117,117,120,96,0.556910569105691,0.774193548387097,2
1532,12,339,124,679,181,127.666666666667,56.5833333333333,28.25,339,370,168,169,173,131,0.533923303834808,0.757225433526012,2
1258,12,282,111,564,163,104.833333333333,47,23.5,281,307,149,150,153,122,0.578014184397163,0.777070063694268,2
926,11,194,99,404,116,84.1818181818182,36.7272727272727,17.6363636363636,194,216,120,122,124,100,0.597938144329897,0.8,2
772,14,168,88,337,100,55.1428571428571,24.0714285714286,12,168,187,110,111,113,87,0.595238095238095,0.763157894736842,2
460,11,114,52,202,59,41.8181818181818,18.3636363636364,10.3636363636364,114,129,68,68,71,49,0.517543859649123,0.671232876712329,2
1395,14,307,120,614,164,99.6428571428571,43.8571428571429,21.9285714285714,306,363,161,164,169,134,0.534201954397394,0.774566473988439,2
584,9,150,70,260,74,64.8888888888889,28.8888888888889,16.6666666666667,144,181,95,90,99,64,0.493333333333333,0.673684210526316,2
580,10,136,61,262,81,58,26.2,13.6,136,157,83,83,87,68,0.595588235294118,0.772727272727273,2
425,6,99,50,187,45,70.8333333333333,31.1666666666667,16.5,98,113,66,65,71,42,0.454545454545455,0.617647058823529,2
1388,17,326,105,622,173,81.6470588235294,36.5882352941176,19.1764705882353,326,359,146,148,153,114,0.530674846625767,0.7125,2
444,9,111,44,191,50,49.3333333333333,21.2222222222222,12.3333333333333,111,136,64,64,68,43,0.45045045045045,0.605633802816901,2
702,6,150,54,291,84,117,48.5,25,150,172,81,83,87,60,0.56,0.714285714285714,2
886,13,221,57,386,116,68.1538461538462,29.6923076923077,17,217,246,99,96,104,76,0.524886877828054,0.697247706422018,2
1126,14,263,81,478,130,80.4285714285714,34.1428571428571,18.7857142857143,263,297,117,119,122,90,0.494296577946768,0.714285714285714,2
1029,16,240,78,463,133,64.3125,28.9375,15,238,268,116,116,122,99,0.554166666666667,0.7734375,2
656,11,171,56,289,81,59.6363636363636,26.2727272727273,15.5454545454545,168,199,83,82,88,58,0.473684210526316,0.637362637362637,2
791,11,191,69,346,109,71.9090909090909,31.4545454545455,17.3636363636364,190,222,103,104,109,76,0.570680628272251,0.690909090909091,2
1065,11,244,77,451,124,96.8181818181818,41,22.1818181818182,243,267,116,116,121,89,0.508196721311475,0.717741935483871,2
350,5,94,33,155,41,70,31,18.8,94,107,45,46,50,31,0.436170212765957,0.645833333333333,2
438,6,108,57,200,63,73,33.3333333333333,18,108,121,72,72,78,54,0.583333333333333,0.73972602739726,2
501,13,118,64,223,62,38.5384615384615,17.1538461538462,9.07692307692308,117,134,80,79,86,59,0.525423728813559,0.694117647058824,2
947,17,226,85,417,125,55.7058823529412,24.5294117647059,13.2941176470588,225,277,119,121,128,92,0.553097345132743,0.707692307692308,2
1263,35,322,90,595,176,36.0857142857143,17,9.2,322,375,142,143,149,116,0.546583850931677,0.758169934640523,2
1385,21,326,117,625,189,65.9523809523809,29.7619047619048,15.5238095238095,326,372,164,164,168,140,0.579754601226994,0.795454545454545,2
505,8,112,52,226,68,63.125,28.25,14,112,120,72,72,73,54,0.607142857142857,0.72972972972973,2
348,6,80,47,150,39,58,25,13.3333333333333,80,95,60,60,65,36,0.4875,0.6,2
766,11,175,72,336,97,69.6363636363636,30.5454545454545,15.9090909090909,175,199,98,101,106,75,0.554285714285714,0.707547169811321,2
1092,16,251,89,472,131,68.25,29.5,15.6875,249,288,128,127,134,98,0.52191235059761,0.720588235294118,2
506,6,129,56,221,58,84.3333333333333,36.8333333333333,21.5,129,150,71,72,76,47,0.449612403100775,0.635135135135135,2
969,10,241,70,425,124,96.9,42.5,24.1,239,278,113,112,118,81,0.514522821576763,0.698275862068966,2
1099,32,269,89,481,139,34.34375,15.03125,8.40625,268,316,131,132,139,101,0.516728624535316,0.682432432432432,2
178,5,53,25,83,26,35.6,16.6,10.6,53,65,35,35,42,22,0.490566037735849,0.594594594594595,2
1794,30,450,138,785,242,59.8,26.1666666666667,15,450,530,203,205,212,159,0.537777777777778,0.726027397260274,2
872,14,204,97,374,112,62.2857142857143,26.7142857142857,14.5714285714286,203,235,126,126,131,97,0.549019607843137,0.718518518518519,2
704,13,169,90,315,87,54.1538461538462,24.2307692307692,13,169,191,110,111,114,81,0.514792899408284,0.704347826086957,2
403,9,97,54,177,53,44.7777777777778,19.6666666666667,10.7777777777778,96,111,69,69,74,50,0.54639175257732,0.675675675675676,2
538,10,134,67,235,71,53.8,23.5,13.4,134,162,85,85,92,58,0.529850746268657,0.637362637362637,2
262,4,63,44,113,33,65.5,28.25,15.75,62,72,50,50,55,29,0.523809523809524,0.557692307692308,2
383,7,99,44,171,46,54.7142857142857,24.4285714285714,14.1428571428571,99,112,61,62,66,39,0.464646464646465,0.609375,2
1258,12,285,118,539,153,104.833333333333,44.9166666666667,23.75,283,337,161,159,166,120,0.536842105263158,0.727272727272727,2
1445,18,331,123,625,191,80.2777777777778,34.7222222222222,18.3888888888889,331,389,176,177,182,140,0.577039274924471,0.736842105263158,2
406,5,106,45,182,50,81.2,36.4,21.2,104,123,64,62,68,39,0.471698113207547,0.573529411764706,2
336,7,76,42,143,42,48,20.4285714285714,10.8571428571429,76,85,52,53,56,35,0.552631578947368,0.648148148148148,2
702,6,159,82,314,87,117,52.3333333333333,26.5,159,172,101,101,105,77,0.547169811320755,0.740384615384615,2
423,8,109,34,193,58,52.875,24.125,13.625,109,126,57,57,62,40,0.532110091743119,0.666666666666667,2
607,10,154,72,259,74,60.7,25.9,15.4,151,191,96,94,101,63,0.480519480519481,0.623762376237624,2
1669,20,399,121,732,201,83.45,36.6,19.95,399,476,170,172,177,141,0.503759398496241,0.754010695187166,2
1422,18,321,99,601,173,79,33.3888888888889,17.8333333333333,321,343,147,149,151,119,0.538940809968847,0.753164556962025,2
986,16,218,80,437,125,61.625,27.3125,13.625,218,250,112,113,120,87,0.573394495412844,0.73109243697479,2
1260,18,269,84,550,156,70,30.5555555555556,14.9444444444444,267,289,121,122,126,101,0.579925650557621,0.776923076923077,2
796,7,178,78,350,97,113.714285714286,50,25.4285714285714,177,203,107,108,114,78,0.544943820224719,0.702702702702703,2
987,14,229,79,442,121,70.5,31.5714285714286,16.3571428571429,229,266,115,117,122,91,0.528384279475983,0.739837398373984,2
1417,26,352,144,631,180,54.5,24.2692307692308,13.5384615384615,350,385,187,186,191,150,0.511363636363636,0.75,2
1539,26,377,110,674,193,59.1923076923077,25.9230769230769,14.5,372,417,171,170,178,135,0.511936339522546,0.703125,2
1094,20,251,105,472,139,54.7,23.6,12.55,251,284,144,146,150,109,0.553784860557769,0.712418300653595,2
1086,16,269,93,477,134,67.875,29.8125,16.8125,268,304,134,134,138,102,0.49814126394052,0.703448275862069,2
1138,21,252,78,502,150,54.1904761904762,23.9047619047619,12,252,275,126,127,130,99,0.595238095238095,0.727941176470588,2
933,22,204,92,399,126,42.4090909090909,18.1363636363636,9.27272727272727,204,236,121,122,128,98,0.617647058823529,0.765625,2
1326,18,297,104,577,172,73.6666666666667,32.0555555555556,16.5,297,321,151,155,158,125,0.579124579124579,0.757575757575758,2
1368,15,325,113,586,161,91.2,39.0666666666667,21.6666666666667,324,346,161,163,167,120,0.495384615384615,0.705882352941177,2
1264,15,274,116,558,164,84.2666666666667,37.2,18.2666666666667,274,310,153,155,163,127,0.598540145985402,0.788819875776398,2
1818,26,380,136,762,232,69.9230769230769,29.3076923076923,14.6153846153846,380,433,194,196,201,163,0.610526315789474,0.776190476190476,2
2536,33,585,159,1102,316,76.8484848484848,33.3939393939394,17.7272727272727,580,647,250,247,255,212,0.54017094017094,0.794007490636704,2
1961,34,445,169,843,251,57.6764705882353,24.7941176470588,13.0882352941176,444,501,223,227,232,186,0.564044943820225,0.768595041322314,2
1292,17,282,111,553,157,76,32.5294117647059,16.5882352941176,280,333,151,151,160,119,0.556737588652482,0.74375,2
1290,15,284,111,558,158,86,37.2,18.9333333333333,281,321,154,152,162,120,0.556338028169014,0.731707317073171,2
973,14,229,73,415,134,69.5,29.6428571428571,16.3571428571429,229,248,113,115,119,87,0.585152838427948,0.73109243697479,2
737,14,167,93,309,100,52.6428571428571,22.0714285714286,11.9285714285714,167,179,115,116,120,88,0.598802395209581,0.727272727272727,2
931,9,220,83,408,116,103.444444444444,45.3333333333333,24.4444444444444,220,232,115,116,118,88,0.527272727272727,0.727272727272727,2
1302,13,315,100,548,165,100.153846153846,42.1538461538462,24.2307692307692,311,330,149,148,153,117,0.523809523809524,0.745222929936306,2
1061,13,242,82,458,135,81.6153846153846,35.2307692307692,18.6153846153846,238,262,124,121,127,95,0.557851239669422,0.71969696969697,2
1449,16,338,126,638,184,90.5625,39.875,21.125,337,366,175,176,179,140,0.544378698224852,0.756756756756757,2
1519,22,338,133,657,205,69.0454545454545,29.8636363636364,15.3636363636364,338,396,182,183,185,151,0.606508875739645,0.794736842105263,2
2036,35,447,177,878,272,58.1714285714286,25.0857142857143,12.7714285714286,446,523,241,243,250,205,0.608501118568233,0.791505791505791,2
822,12,211,69,379,102,68.5,31.5833333333333,17.5833333333333,211,233,95,97,100,74,0.483412322274882,0.725490196078431,2
529,10,123,67,227,65,52.9,22.7,12.3,123,136,82,83,87,59,0.528455284552846,0.694117647058824,2
1535,19,352,131,660,187,80.7894736842105,34.7368421052632,18.5263157894737,350,383,181,181,189,146,0.53125,0.756476683937824,2
864,19,213,93,377,106,45.4736842105263,19.8421052631579,11.2105263157895,213,233,120,120,122,88,0.497652582159624,0.698412698412698,2
875,15,227,83,380,102,58.3333333333333,25.3333333333333,15.1333333333333,227,245,115,117,120,83,0.449339207048458,0.67479674796748,2
1491,20,367,119,650,187,74.55,32.5,18.35,364,414,165,163,169,133,0.509536784741144,0.747191011235955,2
1291,16,335,85,573,165,80.6875,35.8125,20.9375,335,367,136,138,140,106,0.492537313432836,0.731034482758621,2
1197,22,282,105,525,158,54.4090909090909,23.8636363636364,12.8181818181818,282,322,153,154,158,123,0.560283687943262,0.736526946107784,2
940,14,246,90,412,120,67.1428571428571,29.4285714285714,17.5714285714286,246,263,122,123,125,95,0.48780487804878,0.725190839694656,2
994,19,249,95,434,139,52.3157894736842,22.8421052631579,13.1052631578947,249,271,132,135,137,105,0.558232931726908,0.766423357664234,2
679,8,135,72,286,83,84.875,35.75,16.875,135,148,89,90,93,74,0.614814814814815,0.787234042553192,2
1186,16,274,98,506,147,74.125,31.625,17.125,273,317,138,139,144,108,0.536496350364963,0.72972972972973,2
1168,13,271,92,493,143,89.8461538461538,37.9230769230769,20.8461538461538,271,311,132,133,135,107,0.527675276752767,0.76978417266187,2
878,11,210,88,392,111,79.8181818181818,35.6363636363636,19.0909090909091,210,229,115,117,119,93,0.528571428571429,0.781512605042017,2
763,18,176,84,321,98,42.3888888888889,17.8333333333333,9.77777777777778,176,193,108,110,115,84,0.556818181818182,0.730434782608696,2
1082,9,244,105,468,137,120.222222222222,52,27.1111111111111,244,269,143,144,148,112,0.561475409836066,0.746666666666667,2
1253,13,280,125,550,155,96.3846153846154,42.3076923076923,21.5384615384615,280,301,157,159,162,129,0.553571428571429,0.791411042944785,2
1258,12,300,96,535,164,104.833333333333,44.5833333333333,25,300,322,142,144,146,111,0.546666666666667,0.730263157894737,2
1206,15,287,88,529,163,80.4,35.2666666666667,19.1333333333333,287,311,135,136,140,111,0.56794425087108,0.78169014084507,2
838,19,212,98,368,110,44.1052631578947,19.3684210526316,11.1578947368421,212,235,126,128,132,99,0.518867924528302,0.727941176470588,2
1142,10,276,83,508,139,114.2,50.8,27.6,275,290,126,127,130,95,0.503623188405797,0.708955223880597,2
1114,13,249,93,475,134,85.6923076923077,36.5384615384615,19.1538461538462,248,272,134,135,142,101,0.538152610441767,0.716312056737589,2
1121,18,264,88,486,144,62.2777777777778,27,14.6666666666667,262,288,131,130,136,103,0.545454545454545,0.751824817518248,2
1052,19,238,100,453,144,55.3684210526316,23.8421052631579,12.5263157894737,235,264,139,136,145,109,0.605042016806723,0.736486486486487,2
1011,17,241,83,434,127,59.4705882352941,25.5294117647059,14.1764705882353,241,263,120,121,123,92,0.526970954356846,0.707692307692308,2
1019,17,249,86,431,132,59.9411764705882,25.3529411764706,14.6470588235294,246,280,129,127,134,92,0.530120481927711,0.681481481481481,2
1275,14,275,120,544,139,91.0714285714286,38.8571428571429,19.6428571428571,269,309,155,151,159,119,0.505454545454545,0.716867469879518,2
1415,17,324,121,622,163,83.2352941176471,36.5882352941176,19.0588235294118,322,359,165,163,167,132,0.503086419753086,0.763005780346821,2
1223,19,292,99,534,155,64.3684210526316,28.1052631578947,15.3684210526316,292,320,144,146,149,114,0.530821917808219,0.726114649681529,2
966,12,215,109,426,129,80.5,35.5,17.9166666666667,214,237,136,138,142,111,0.6,0.770833333333333,2
1008,10,232,92,435,130,100.8,43.5,23.2,231,258,127,127,131,99,0.560344827586207,0.755725190839695,2
1252,13,295,105,576,145,96.3076923076923,44.3076923076923,22.6923076923077,295,332,141,143,147,118,0.491525423728814,0.781456953642384,2
1919,23,393,162,809,227,83.4347826086957,35.1739130434783,17.0869565217391,393,433,220,221,226,181,0.577608142493639,0.797356828193833,2
1333,17,322,103,575,147,78.4117647058823,33.8235294117647,18.9411764705882,319,366,152,151,158,116,0.456521739130435,0.716049382716049,2
1071,14,258,70,480,143,76.5,34.2857142857143,18.4285714285714,258,287,118,122,125,90,0.554263565891473,0.697674418604651,2
1288,25,299,118,557,159,51.52,22.28,11.96,299,352,157,159,164,128,0.531772575250836,0.752941176470588,2
1940,28,452,165,827,245,69.2857142857143,29.5357142857143,16.1428571428571,452,504,231,233,239,193,0.542035398230089,0.778225806451613,2
1763,18,401,173,762,214,97.9444444444444,42.3333333333333,22.2777777777778,396,435,224,222,229,184,0.533665835411471,0.786324786324786,2
1839,22,425,169,817,236,83.5909090909091,37.1363636363636,19.3181818181818,424,467,213,214,221,183,0.555294117647059,0.806167400881057,2
2011,27,474,151,883,253,74.4814814814815,32.7037037037037,17.5555555555556,469,515,213,210,217,170,0.533755274261603,0.752212389380531,2
1308,14,273,107,564,157,93.4285714285714,40.2857142857143,19.5,272,311,149,148,155,115,0.575091575091575,0.746753246753247,2
1056,19,261,93,472,142,55.5789473684211,24.8421052631579,13.7368421052632,259,290,132,131,136,105,0.544061302681992,0.75,2
2921,38,675,147,1265,358,76.8684210526316,33.2894736842105,17.7631578947368,673,721,244,246,251,218,0.53037037037037,0.819548872180451,2
1171,15,292,96,531,151,78.0666666666667,35.4,19.4666666666667,292,313,131,133,135,106,0.517123287671233,0.762589928057554,2
1564,13,337,150,705,178,120.307692307692,54.2307692307692,25.9230769230769,336,375,188,189,197,154,0.528189910979229,0.781725888324873,3
1418,19,321,92,613,172,74.6315789473684,32.2631578947368,16.8947368421053,321,354,142,146,150,117,0.53582554517134,0.754838709677419,3
1835,21,398,135,767,222,87.3809523809524,36.5238095238095,18.952380952381,398,448,185,186,193,152,0.557788944723618,0.775510204081633,3
1246,14,243,113,552,146,89,39.4285714285714,17.3571428571429,243,274,141,143,147,121,0.60082304526749,0.806666666666667,3
6944,61,1594,421,3050,841,113.83606557377,50,26.1311475409836,1576,1748,601,595,613,544,0.527603513174404,0.848673946957878,3
954,14,199,77,407,107,68.1428571428571,29.0714285714286,14.2142857142857,190,244,117,109,123,84,0.537688442211055,0.67741935483871,3
1255,18,246,96,550,150,69.7222222222222,30.5555555555556,13.6666666666667,245,287,137,137,143,111,0.609756097560976,0.776223776223776,3
1446,13,312,106,643,172,111.230769230769,49.4615384615385,24,311,348,148,149,156,119,0.551282051282051,0.75796178343949,3
661,11,156,71,293,89,60.0909090909091,26.6363636363636,14.1818181818182,156,188,93,93,100,66,0.57051282051282,0.673469387755102,3
902,9,206,69,392,99,100.222222222222,43.5555555555556,22.8888888888889,205,245,100,99,106,76,0.480582524271845,0.710280373831776,3
1054,10,216,92,461,120,105.4,46.1,21.6,208,249,123,117,128,94,0.555555555555556,0.746031746031746,3
523,6,125,50,225,60,87.1666666666667,37.5,20.8333333333333,125,132,72,73,75,48,0.48,0.64,3
936,20,231,82,411,119,46.8,20.55,11.55,229,261,122,122,127,90,0.515151515151515,0.681818181818182,3
938,13,224,78,415,123,72.1538461538462,31.9230769230769,17.2307692307692,221,257,121,118,126,93,0.549107142857143,0.7265625,3
607,9,153,56,267,84,67.4444444444444,29.6666666666667,17,153,174,80,81,88,58,0.549019607843137,0.698795180722892,3
666,9,145,82,287,86,74,31.8888888888889,16.1111111111111,143,164,100,98,104,76,0.593103448275862,0.76,3
1147,14,255,109,495,145,81.9285714285714,35.3571428571429,18.2142857142857,254,305,144,144,149,117,0.568627450980392,0.764705882352941,3
1388,14,327,78,632,193,99.1428571428571,45.1428571428571,23.3571428571429,327,378,137,140,145,119,0.590214067278288,0.782894736842105,3
853,10,194,95,363,102,85.3,36.3,19.4,194,223,119,121,126,84,0.525773195876289,0.661417322834646,3
1891,15,497,193,854,255,126.066666666667,56.9333333333333,33.1333333333333,496,596,246,246,253,190,0.51307847082495,0.7421875,3
870,11,213,97,374,115,79.0909090909091,34,19.3636363636364,213,231,128,130,133,95,0.539906103286385,0.703703703703704,3
1432,18,345,120,642,190,79.5555555555556,35.6666666666667,19.1666666666667,345,383,166,167,171,134,0.550724637681159,0.761363636363636,3
794,11,198,65,354,90,72.1818181818182,32.1818181818182,18,198,232,96,97,101,63,0.454545454545455,0.611650485436893,3
1785,30,446,164,809,222,59.5,26.9666666666667,14.8666666666667,446,541,216,219,225,170,0.497757847533632,0.726495726495726,3
594,11,145,54,270,70,54,24.5454545454545,13.1818181818182,145,163,78,80,85,56,0.482758620689655,0.658823529411765,3
1827,24,458,144,804,216,76.125,33.5,19.0833333333333,457,531,197,201,208,163,0.471615720524017,0.751152073732719,3
1602,15,348,128,682,194,106.8,45.4666666666667,23.2,346,390,176,174,182,147,0.557471264367816,0.80327868852459,3
1183,10,281,98,514,141,118.3,51.4,28.1,278,330,138,137,144,109,0.501779359430605,0.721854304635762,3
485,7,108,65,214,62,69.2857142857143,30.5714285714286,15.4285714285714,108,133,79,80,85,54,0.574074074074074,0.650602409638554,3
263,4,71,38,117,29,65.75,29.25,17.75,69,89,51,50,56,27,0.408450704225352,0.509433962264151,3
3003,43,715,199,1315,362,69.8372093023256,30.5813953488372,16.6279069767442,715,803,294,299,306,248,0.506293706293706,0.775,3
1654,20,365,126,723,201,82.7,36.15,18.25,365,463,180,186,191,150,0.550684931506849,0.77720207253886,3
1953,21,447,144,868,243,93,41.3333333333333,21.2857142857143,447,531,207,209,215,167,0.543624161073825,0.76605504587156,3
229,3,53,31,99,26,76.3333333333333,33,17.6666666666667,52,65,40,39,45,24,0.490566037735849,0.585365853658537,3
1106,18,249,104,480,125,61.4444444444444,26.6666666666667,13.8333333333333,241,280,140,134,146,101,0.502008032128514,0.673333333333333,3
1577,20,391,140,686,177,78.85,34.3,19.55,390,460,192,192,200,144,0.452685421994885,0.705882352941177,3
354,6,72,41,156,45,59,26,12,72,85,53,53,60,39,0.625,0.709090909090909,3
508,11,125,71,221,74,46.1818181818182,20.0909090909091,11.3636363636364,125,147,88,90,95,65,0.592,0.706521739130435,3
684,9,157,68,296,83,76,32.8888888888889,17.4444444444444,157,190,93,96,100,68,0.528662420382166,0.673267326732673,3
1983,22,501,139,904,246,90.1363636363636,41.0909090909091,22.7727272727273,501,546,201,204,207,168,0.491017964071856,0.788732394366197,3
2310,26,504,174,988,261,88.8461538461538,38,19.3846153846154,501,563,234,236,242,195,0.517857142857143,0.783132530120482,3
1086,12,229,105,470,124,90.5,39.1666666666667,19.0833333333333,222,252,135,131,140,105,0.541484716157205,0.75,3
1438,17,354,129,620,166,84.5882352941177,36.4705882352941,20.8235294117647,353,382,169,170,177,129,0.468926553672316,0.712707182320442,3
995,20,229,96,424,122,49.75,21.2,11.45,229,265,131,134,140,96,0.532751091703057,0.685714285714286,3
1598,15,353,127,699,193,106.533333333333,46.6,23.5333333333333,351,405,171,172,180,138,0.546742209631728,0.75,3
1142,19,251,104,489,128,60.1052631578947,25.7368421052632,13.2105263157895,238,287,147,137,153,103,0.50996015936255,0.673202614379085,3
1399,21,339,138,621,178,66.6190476190476,29.5714285714286,16.1428571428571,339,389,179,181,187,138,0.525073746312684,0.737967914438503,3
755,10,188,71,330,101,75.5,33,18.8,188,221,99,100,107,76,0.537234042553192,0.730769230769231,3
747,14,166,80,328,95,53.3571428571429,23.4285714285714,11.8571428571429,163,191,99,100,104,80,0.572289156626506,0.769230769230769,3
678,12,173,58,314,90,56.5,26.1666666666667,14.4166666666667,173,195,87,88,92,65,0.520231213872832,0.677083333333333,3
314,5,77,43,143,43,62.8,28.6,15.4,76,97,54,55,60,38,0.558441558441558,0.655172413793103,3
424,8,106,58,184,55,53,23,13.25,106,125,74,74,79,50,0.518867924528302,0.657894736842105,3
549,7,127,64,250,72,78.4285714285714,35.7142857142857,18.1428571428571,127,140,81,82,85,59,0.566929133858268,0.686046511627907,3
1263,15,300,113,575,166,84.2,38.3333333333333,20,300,350,148,148,153,124,0.553333333333333,0.8,3
325,6,74,45,144,44,54.1666666666667,24,12.3333333333333,74,101,53,54,61,39,0.594594594594595,0.684210526315789,3
576,21,140,52,261,77,27.4285714285714,12.4285714285714,6.66666666666667,140,171,77,78,84,60,0.55,0.705882352941177,1
1314,16,305,96,583,143,82.125,36.4375,19.0625,305,340,133,134,137,108,0.468852459016393,0.776978417266187,1
624,7,145,62,267,82,89.1428571428571,38.1428571428571,20.7142857142857,145,160,84,85,87,64,0.56551724137931,0.719101123595506,1
389,9,78,58,167,53,43.2222222222222,18.5555555555556,8.66666666666667,78,91,66,66,70,50,0.67948717948718,0.746268656716418,1
272,5,63,34,120,34,54.4,24,12.6,62,69,45,44,48,29,0.53968253968254,0.630434782608696,1
780,6,155,67,337,93,130,56.1666666666667,25.8333333333333,155,170,94,95,98,77,0.6,0.785714285714286,1
392,6,103,54,178,51,65.3333333333333,29.6666666666667,17.1666666666667,103,109,69,70,71,46,0.495145631067961,0.63013698630137,1
746,17,175,73,339,102,43.8823529411765,19.9411764705882,10.2941176470588,172,195,101,99,107,79,0.582857142857143,0.731481481481482,1
1405,22,347,112,649,192,63.8636363636364,29.5,15.7727272727273,345,392,158,160,168,130,0.553314121037464,0.764705882352941,1
740,15,183,85,319,97,49.3333333333333,21.2666666666667,12.2,183,206,110,111,115,82,0.530054644808743,0.706896551724138,1
539,10,122,55,236,65,53.9,23.6,12.2,121,132,79,78,81,54,0.532786885245902,0.650602409638554,1
553,13,139,56,241,76,42.5384615384615,18.5384615384615,10.6923076923077,132,157,83,79,88,61,0.546762589928058,0.693181818181818,1
578,6,129,58,257,72,96.3333333333333,42.8333333333333,21.5,129,147,81,82,85,56,0.558139534883721,0.674698795180723,1
716,6,165,68,318,96,119.333333333333,53,27.5,163,174,92,92,95,69,0.581818181818182,0.741935483870968,1
607,7,141,69,267,84,86.7142857142857,38.1428571428571,20.1428571428571,141,157,87,88,90,67,0.595744680851064,0.744444444444444,1
863,13,209,70,371,112,66.3846153846154,28.5384615384615,16.0769230769231,208,229,107,108,112,81,0.535885167464115,0.710526315789474,1
1091,12,250,83,475,143,90.9166666666667,39.5833333333333,20.8333333333333,250,277,131,132,136,103,0.572,0.76865671641791,1
484,5,117,56,208,68,96.8,41.6,23.4,117,132,78,79,83,54,0.581196581196581,0.650602409638554,1
924,9,222,89,411,118,102.666666666667,45.6666666666667,24.6666666666667,222,252,123,124,129,94,0.531531531531532,0.728682170542636,1
320,8,83,43,144,41,40,18,10.375,83,91,55,56,60,38,0.493975903614458,0.666666666666667,1
481,10,133,33,210,59,48.1,21,13.3,128,149,61,58,66,41,0.443609022556391,0.611940298507463,1
529,9,142,50,235,69,58.7777777777778,26.1111111111111,15.7777777777778,142,171,70,72,76,49,0.485915492957746,0.644736842105263,1
322,6,76,31,148,40,53.6666666666667,24.6666666666667,12.6666666666667,73,93,47,44,52,35,0.526315789473684,0.7,1
214,7,58,38,94,30,30.5714285714286,13.4285714285714,8.28571428571429,56,71,45,44,52,30,0.517241379310345,0.625,1
391,5,96,45,177,48,78.2,35.4,19.2,96,106,59,59,61,43,0.5,0.716666666666667,1
327,8,88,40,156,50,40.875,19.5,11,88,99,55,56,58,42,0.568181818181818,0.736842105263158,1
288,6,81,35,131,35,48,21.8333333333333,13.5,78,92,52,49,56,32,0.432098765432099,0.592592592592593,1
389,8,109,51,178,50,48.625,22.25,13.625,109,124,63,64,69,44,0.458715596330275,0.656716417910448,1
425,4,96,50,181,50,106.25,45.25,24,96,123,64,66,72,45,0.520833333333333,0.652173913043478,1
