Number of Connectives: Mendes Additive Connectives,Number of Connectives: Mendes All Connectives,Number of Connectives: Mendes Causal Connectives,Number of Connectives: Mendes Concessive Connectives,Number of Connectives: Mendes Single-Word Connectives,Number of Connectives: Mendes Temporal Connectives,Cohesive Complexity Feature: Mendes Additive Connectives per Token,Cohesive Complexity Feature: Mendes All Connectives per Token,Cohesive Complexity Feature: Mendes Causal Connectives per Token,Cohesive Complexity Feature: Mendes Concessive Connectives per Token,Cohesive Complexity Feature: Mendes Single-Word Connectives per Connective,Level
16,58,4,0,58,1,0.026711185308848,0.096828046744574,0.006677796327212,0,1,3
19,30,1,3,30,0,0.054441260744986,0.08595988538682,0.002865329512894,0.008595988538682,1,3
5,64,12,0,64,1,0.010141987829615,0.129817444219067,0.024340770791075,0,1,3
2,28,1,0,28,5,0.003407155025554,0.047700170357751,0.001703577512777,0,1,3
9,30,1,0,30,3,0.025069637883008,0.083565459610028,0.002785515320334,0,1,3
5,27,1,0,27,1,0.013927576601671,0.075208913649025,0.002785515320334,0,1,3
11,34,1,0,34,0,0.032934131736527,0.101796407185629,0.002994011976048,0,1,3
3,28,2,0,28,1,0.008474576271186,0.07909604519774,0.005649717514124,0,1,3
13,32,6,0,32,0,0.036516853932584,0.089887640449438,0.01685393258427,0,1,3
10,36,2,0,36,1,0.026178010471204,0.094240837696335,0.005235602094241,0,1,3
11,35,0,0,35,0,0.031976744186047,0.101744186046512,0,0,1,3
7,30,5,0,30,0,0.020958083832335,0.089820359281437,0.01497005988024,0,1,3
9,31,1,0,31,1,0.023622047244095,0.081364829396326,0.002624671916011,0,1,3
7,35,3,0,35,1,0.020231213872832,0.101156069364162,0.008670520231214,0,1,3
6,22,0,0,22,1,0.01685393258427,0.061797752808989,0,0,1,3
4,40,3,0,40,3,0.011799410029499,0.117994100294985,0.008849557522124,0,1,3
6,54,4,0,54,1,0.012345679012346,0.111111111111111,0.008230452674897,0,1,3
19,35,3,0,35,0,0.051771117166213,0.095367847411444,0.008174386920981,0,1,3
21,42,1,0,42,0,0.063063063063063,0.126126126126126,0.003003003003003,0,1,3
14,73,4,1,73,2,0.023648648648649,0.123310810810811,0.006756756756757,0.001689189189189,1,3
9,32,4,0,32,2,0.026392961876833,0.093841642228739,0.011730205278592,0,1,3
8,36,3,0,36,1,0.017057569296375,0.076759061833689,0.006396588486141,0,1,3
8,37,1,0,37,1,0.021621621621622,0.1,0.002702702702703,0,1,3
9,55,1,1,55,0,0.019108280254777,0.116772823779193,0.002123142250531,0.002123142250531,1,3
12,21,0,0,21,0,0.034682080924856,0.060693641618497,0,0,1,3
24,41,2,0,41,2,0.059701492537313,0.101990049751244,0.004975124378109,0,1,3
10,75,3,0,75,6,0.01865671641791,0.139925373134328,0.005597014925373,0,1,3
25,48,6,0,48,0,0.053418803418803,0.102564102564103,0.012820512820513,0,1,3
9,29,3,0,29,0,0.024861878453039,0.080110497237569,0.00828729281768,0,1,3
12,28,3,0,28,0,0.02803738317757,0.065420560747664,0.007009345794393,0,1,3
26,58,4,0,58,2,0.036465638148668,0.081346423562412,0.005610098176718,0,1,3
13,44,3,0,44,0,0.034666666666667,0.117333333333333,0.008,0,1,3
20,64,4,0,64,1,0.03338898163606,0.106844741235392,0.006677796327212,0,1,3
10,32,3,1,32,0,0.028089887640449,0.089887640449438,0.008426966292135,0.002808988764045,1,3
24,67,2,0,67,0,0.035398230088496,0.09882005899705,0.002949852507375,0,1,3
12,31,1,0,31,0,0.03,0.0775,0.0025,0,1,3
5,21,1,0,21,0,0.012820512820513,0.053846153846154,0.002564102564103,0,1,3
7,36,6,0,36,0,0.016355140186916,0.08411214953271,0.014018691588785,0,1,3
15,47,8,0,47,1,0.029469548133595,0.092337917485265,0.015717092337918,0,1,3
11,35,3,0,35,0,0.033434650455927,0.106382978723404,0.009118541033435,0,1,3
18,39,2,0,39,1,0.051724137931035,0.112068965517241,0.005747126436782,0,1,3
24,56,5,0,56,0,0.047524752475248,0.110891089108911,0.00990099009901,0,1,3
11,29,3,0,29,1,0.031976744186047,0.084302325581395,0.008720930232558,0,1,3
24,60,8,0,60,4,0.0375,0.09375,0.0125,0,1,3
14,40,4,0,40,1,0.03943661971831,0.112676056338028,0.011267605633803,0,1,3
18,44,5,0,44,1,0.037578288100209,0.091858037578288,0.010438413361169,0,1,3
12,29,1,0,29,0,0.034582132564842,0.0835734870317,0.002881844380403,0,1,3
11,34,6,0,34,0,0.025229357798165,0.077981651376147,0.013761467889908,0,1,3
5,45,4,2,45,0,0.012376237623762,0.111386138613861,0.00990099009901,0.004950495049505,1,3
3,18,0,0,18,0,0.008547008547009,0.051282051282051,0,0,1,3
15,50,5,0,50,0,0.034642032332564,0.115473441108545,0.011547344110855,0,1,3
3,15,0,0,15,0,0.008695652173913,0.043478260869565,0,0,1,3
18,40,2,0,40,0,0.048780487804878,0.10840108401084,0.005420054200542,0,1,3
13,54,2,0,54,0,0.029279279279279,0.121621621621622,0.004504504504505,0,1,3
8,49,2,0,49,6,0.02332361516035,0.142857142857143,0.005830903790087,0,1,3
8,37,8,0,37,2,0.023121387283237,0.106936416184971,0.023121387283237,0,1,3
2,30,2,0,30,1,0.005763688760807,0.086455331412104,0.005763688760807,0,1,3
11,62,9,0,62,1,0.021400778210117,0.120622568093385,0.017509727626459,0,1,3
4,30,4,0,30,0,0.010152284263959,0.076142131979695,0.010152284263959,0,1,3
14,33,4,1,33,1,0.033254156769596,0.078384798099763,0.009501187648456,0.002375296912114,1,3
11,43,4,0,43,0,0.022680412371134,0.088659793814433,0.008247422680412,0,1,3
8,31,1,0,31,0,0.023460410557185,0.090909090909091,0.002932551319648,0,1,3
13,42,7,0,42,1,0.036312849162011,0.11731843575419,0.019553072625698,0,1,3
7,27,3,0,27,0,0.018970189701897,0.073170731707317,0.008130081300813,0,1,3
8,36,0,0,36,0,0.021857923497268,0.098360655737705,0,0,1,3
14,46,5,1,46,0,0.031818181818182,0.104545454545455,0.011363636363636,0.002272727272727,1,3
9,28,1,0,28,1,0.024657534246575,0.076712328767123,0.002739726027397,0,1,3
12,38,2,0,38,1,0.028571428571429,0.090476190476191,0.004761904761905,0,1,3
8,37,6,0,37,0,0.02088772845953,0.096605744125326,0.015665796344648,0,1,3
15,32,2,0,32,0,0.041666666666667,0.088888888888889,0.005555555555556,0,1,3
17,67,11,0,67,1,0.025525525525526,0.100600600600601,0.016516516516517,0,1,3
18,46,4,0,46,0,0.03290676416819,0.084095063985375,0.007312614259598,0,1,3
15,35,6,0,35,0,0.042134831460674,0.098314606741573,0.01685393258427,0,1,3
9,22,1,0,22,0,0.02803738317757,0.068535825545171,0.003115264797508,0,1,3
9,42,4,0,42,1,0.025,0.116666666666667,0.011111111111111,0,1,3
8,36,2,0,36,1,0.023188405797101,0.104347826086957,0.005797101449275,0,1,3
7,29,3,0,29,4,0.019337016574586,0.080110497237569,0.00828729281768,0,1,3
5,25,3,0,25,2,0.014409221902017,0.072046109510087,0.00864553314121,0,1,3
14,36,1,0,36,0,0.041543026706232,0.106824925816024,0.002967359050445,0,1,3
16,60,3,0,60,2,0.024316109422492,0.091185410334347,0.004559270516717,0,1,3
15,45,3,0,45,0,0.038961038961039,0.116883116883117,0.007792207792208,0,1,3
9,29,2,0,29,1,0.023017902813299,0.074168797953964,0.005115089514067,0,1,3
14,45,1,0,45,1,0.039106145251397,0.125698324022346,0.002793296089385,0,1,3
13,29,3,0,29,0,0.03601108033241,0.080332409972299,0.008310249307479,0,1,3
9,26,1,0,26,2,0.023622047244095,0.068241469816273,0.002624671916011,0,1,3
11,39,1,0,39,0,0.028061224489796,0.099489795918367,0.002551020408163,0,1,3
14,59,4,0,59,3,0.019718309859155,0.083098591549296,0.005633802816901,0,1,3
14,43,7,0,43,1,0.034063260340633,0.104622871046229,0.017031630170316,0,1,3
9,40,5,0,40,6,0.026470588235294,0.117647058823529,0.014705882352941,0,1,3
15,44,2,0,44,1,0.038759689922481,0.113695090439276,0.005167958656331,0,1,3
11,45,1,0,45,4,0.022494887525562,0.092024539877301,0.002044989775051,0,1,3
5,29,1,0,29,1,0.012886597938144,0.074742268041237,0.002577319587629,0,1,3
16,32,2,0,32,2,0.045714285714286,0.091428571428571,0.005714285714286,0,1,3
12,66,5,1,66,2,0.018927444794953,0.10410094637224,0.00788643533123,0.001577287066246,1,3
6,29,1,0,29,2,0.017595307917889,0.085043988269795,0.002932551319648,0,1,3
7,38,8,0,38,3,0.015486725663717,0.084070796460177,0.017699115044248,0,1,3
15,46,5,0,46,3,0.041095890410959,0.126027397260274,0.013698630136986,0,1,3
15,36,1,0,36,1,0.038560411311054,0.09254498714653,0.002570694087404,0,1,3
14,39,2,0,39,2,0.032941176470588,0.091764705882353,0.004705882352941,0,1,3
10,45,6,0,45,1,0.027027027027027,0.121621621621622,0.016216216216216,0,1,3
10,32,4,0,32,0,0.027932960893855,0.089385474860335,0.011173184357542,0,1,3
14,33,1,0,33,1,0.038461538461539,0.090659340659341,0.002747252747253,0,1,3
12,37,4,1,37,0,0.025641025641026,0.079059829059829,0.008547008547009,0.002136752136752,1,3
9,33,3,0,33,2,0.025936599423631,0.095100864553314,0.00864553314121,0,1,3
8,30,1,0,30,2,0.023054755043228,0.086455331412104,0.002881844380403,0,1,3
7,23,0,0,23,1,0.018716577540107,0.061497326203209,0,0,1,3
11,36,2,0,36,2,0.031161473087819,0.101983002832861,0.005665722379603,0,1,3
14,48,1,0,48,2,0.032183908045977,0.110344827586207,0.002298850574713,0,1,3
7,31,2,0,31,0,0.020172910662824,0.089337175792507,0.005763688760807,0,1,3
16,54,7,1,54,0,0.022955523672884,0.077474892395983,0.010043041606887,0.001434720229555,1,3
10,35,4,0,35,2,0.027855153203343,0.097493036211699,0.011142061281337,0,1,3
12,39,5,0,39,0,0.024844720496894,0.080745341614907,0.010351966873706,0,1,3
9,33,3,0,33,0,0.026548672566372,0.097345132743363,0.008849557522124,0,1,3
12,48,10,0,48,0,0.031088082901554,0.124352331606218,0.025906735751295,0,1,3
7,25,1,0,25,2,0.020172910662824,0.072046109510087,0.002881844380403,0,1,3
3,33,7,0,33,0,0.008670520231214,0.095375722543353,0.020231213872832,0,1,3
14,33,4,0,33,0,0.026465028355388,0.062381852551985,0.007561436672968,0,1,3
8,30,3,0,30,1,0.021978021978022,0.082417582417582,0.008241758241758,0,1,3
13,34,7,0,34,2,0.028953229398664,0.075723830734967,0.015590200445434,0,1,3
6,29,2,0,29,1,0.016949152542373,0.081920903954802,0.005649717514124,0,1,3
7,22,2,0,22,0,0.018567639257294,0.058355437665783,0.005305039787798,0,1,3
9,24,1,0,24,0,0.0234375,0.0625,0.002604166666667,0,1,3
8,20,0,0,20,0,0.022099447513812,0.05524861878453,0,0,1,3
9,21,1,0,21,0,0.023872679045093,0.055702917771883,0.002652519893899,0,1,3
4,19,1,0,19,0,0.011428571428571,0.054285714285714,0.002857142857143,0,1,3
3,21,4,0,21,0,0.007832898172324,0.054830287206266,0.010443864229765,0,1,3
4,11,2,0,11,0,0.010443864229765,0.028720626631854,0.005221932114883,0,1,3
6,12,0,0,12,0,0.016042780748663,0.032085561497326,0,0,1,3
6,15,1,0,15,0,0.016216216216216,0.040540540540541,0.002702702702703,0,1,3
12,31,1,0,31,0,0.026966292134832,0.069662921348315,0.002247191011236,0,1,3
4,17,1,0,17,1,0.010362694300518,0.044041450777202,0.00259067357513,0,1,3
11,29,3,0,29,0,0.020183486238532,0.053211009174312,0.005504587155963,0,1,3
16,32,3,0,32,0,0.042666666666667,0.085333333333333,0.008,0,1,3
15,34,2,0,34,0,0.040650406504065,0.092140921409214,0.005420054200542,0,1,3
13,31,3,0,31,1,0.036211699164345,0.086350974930362,0.008356545961003,0,1,3
9,37,4,0,37,0,0.023936170212766,0.098404255319149,0.01063829787234,0,1,3
23,56,10,0,56,0,0.053364269141531,0.129930394431555,0.023201856148492,0,1,3
13,26,4,0,26,0,0.03485254691689,0.06970509383378,0.010723860589812,0,1,3
13,39,3,0,39,1,0.032828282828283,0.098484848484849,0.007575757575758,0,1,3
7,21,0,0,21,0,0.015250544662309,0.045751633986928,0,0,1,3
8,28,2,0,28,2,0.021447721179625,0.075067024128686,0.005361930294906,0,1,3
10,31,1,0,31,0,0.02212389380531,0.06858407079646,0.002212389380531,0,1,3
3,14,4,0,14,0,0.007874015748032,0.036745406824147,0.010498687664042,0,1,3
6,20,0,0,20,0,0.015267175572519,0.05089058524173,0,0,1,3
4,17,0,0,17,1,0.010362694300518,0.044041450777202,0,0,1,3
10,25,0,0,25,0,0.025906735751295,0.064766839378238,0,0,1,3
9,26,0,0,26,0,0.024523160762943,0.070844686648501,0,0,1,3
5,13,3,0,13,0,0.012953367875648,0.033678756476684,0.007772020725389,0,1,3
1,12,0,0,12,0,0.002890173410405,0.034682080924856,0,0,1,3
6,41,1,0,41,1,0.015,0.1025,0.0025,0,1,3
7,64,5,0,64,1,0.013618677042802,0.124513618677043,0.009727626459144,0,1,3
11,19,1,0,19,0,0.028947368421053,0.05,0.002631578947368,0,1,3
9,31,2,0,31,0,0.015957446808511,0.054964539007092,0.00354609929078,0,1,3
12,33,3,0,33,1,0.03399433427762,0.093484419263456,0.008498583569405,0,1,3
7,24,3,0,24,2,0.01994301994302,0.068376068376068,0.008547008547009,0,1,3
7,24,2,0,24,0,0.018867924528302,0.064690026954178,0.005390835579515,0,1,3
6,25,2,0,25,1,0.015789473684211,0.065789473684211,0.005263157894737,0,1,3
6,24,0,0,24,0,0.015503875968992,0.062015503875969,0,0,1,3
1,8,2,0,8,0,0.002808988764045,0.02247191011236,0.00561797752809,0,1,3
10,26,1,0,26,0,0.019120458891013,0.049713193116635,0.001912045889101,0,1,3
10,37,0,0,37,1,0.028409090909091,0.105113636363636,0,0,1,3
28,84,5,0,84,0,0.040875912408759,0.122627737226277,0.007299270072993,0,1,3
8,44,2,0,44,2,0.021621621621622,0.118918918918919,0.005405405405405,0,1,3
15,60,2,1,60,1,0.023923444976077,0.095693779904306,0.003189792663477,0.001594896331738,1,3
9,28,1,0,28,3,0.025,0.077777777777778,0.002777777777778,0,1,3
13,32,0,0,32,0,0.027253668763103,0.067085953878407,0,0,1,3
6,14,0,0,14,0,0.015584415584416,0.036363636363636,0,0,1,3
3,17,2,0,17,0,0.0075,0.0425,0.005,0,1,3
7,22,3,0,22,0,0.019073569482289,0.059945504087194,0.008174386920981,0,1,3
8,24,2,0,24,0,0.020671834625323,0.062015503875969,0.005167958656331,0,1,3
7,13,0,0,13,0,0.018617021276596,0.034574468085106,0,0,1,3
14,37,6,0,37,0,0.020710059171598,0.054733727810651,0.00887573964497,0,1,3
8,28,3,0,28,0,0.023391812865497,0.08187134502924,0.008771929824561,0,1,3
6,27,0,0,27,2,0.016620498614958,0.074792243767313,0,0,1,3
5,19,2,0,19,0,0.013850415512465,0.052631578947368,0.005540166204986,0,1,3
9,36,2,0,36,0,0.014778325123153,0.059113300492611,0.003284072249589,0,1,3
9,30,1,0,30,0,0.021479713603819,0.071599045346062,0.002386634844869,0,1,3
6,20,3,0,20,0,0.015748031496063,0.05249343832021,0.007874015748032,0,1,3
1,15,0,0,15,0,0.002659574468085,0.039893617021277,0,0,1,3
5,15,0,0,15,0,0.012376237623762,0.037128712871287,0,0,1,3
13,34,3,0,34,0,0.019726858877087,0.051593323216995,0.004552352048558,0,1,3
7,30,1,0,30,0,0.017543859649123,0.075187969924812,0.00250626566416,0,1,3
14,34,0,0,34,0,0.041543026706232,0.100890207715134,0,0,1,3
2,23,0,0,23,0,0.005865102639296,0.067448680351906,0,0,1,3
11,62,5,1,62,2,0.017107309486781,0.09642301710731,0.007776049766719,0.001555209953344,1,3
12,30,2,0,30,0,0.033149171270718,0.082872928176796,0.005524861878453,0,1,3
7,34,2,0,34,1,0.019830028328612,0.096317280453258,0.005665722379603,0,1,3
7,35,3,0,35,3,0.021084337349398,0.105421686746988,0.009036144578313,0,1,3
7,25,5,0,25,0,0.019125683060109,0.068306010928962,0.013661202185792,0,1,3
11,51,5,0,51,1,0.016742770167428,0.077625570776256,0.007610350076104,0,1,3
7,29,3,0,29,0,0.017902813299233,0.074168797953964,0.0076726342711,0,1,3
5,26,5,0,26,0,0.014044943820225,0.073033707865169,0.014044943820225,0,1,3
9,27,2,0,27,1,0.025495750708215,0.076487252124646,0.005665722379603,0,1,3
6,20,3,0,20,0,0.014251781472684,0.04750593824228,0.007125890736342,0,1,3
10,28,6,1,28,1,0.026385224274406,0.073878627968338,0.015831134564644,0.002638522427441,1,3
11,28,5,0,28,0,0.029023746701847,0.073878627968338,0.013192612137203,0,1,3
5,19,1,0,19,0,0.013966480446927,0.053072625698324,0.002793296089385,0,1,3
8,36,3,0,36,0,0.013355592654424,0.060100166944908,0.005008347245409,0,1,3
11,33,1,2,33,0,0.027989821882952,0.083969465648855,0.002544529262087,0.005089058524173,1,3
14,43,3,0,43,2,0.037135278514589,0.114058355437666,0.007957559681698,0,1,3
12,28,2,0,28,0,0.031578947368421,0.073684210526316,0.005263157894737,0,1,3
9,22,1,0,22,0,0.0234375,0.057291666666667,0.002604166666667,0,1,3
12,52,8,1,52,0,0.017569546120059,0.076134699853587,0.011713030746706,0.001464128843338,1,3
12,22,0,0,22,0,0.036036036036036,0.066066066066066,0,0,1,3
10,32,2,0,32,0,0.025316455696203,0.081012658227848,0.005063291139241,0,1,3
7,30,1,0,30,2,0.02046783625731,0.087719298245614,0.002923976608187,0,1,3
15,37,2,0,37,1,0.04424778761062,0.109144542772861,0.005899705014749,0,1,3
14,43,4,0,43,0,0.03954802259887,0.121468926553672,0.011299435028249,0,1,3
13,27,4,0,27,0,0.037463976945245,0.077809798270893,0.011527377521614,0,1,3
7,34,2,0,34,0,0.018229166666667,0.088541666666667,0.005208333333333,0,1,3
10,33,6,0,33,1,0.025575447570333,0.084398976982097,0.0153452685422,0,1,3
11,30,2,0,30,0,0.029569892473118,0.080645161290323,0.005376344086022,0,1,3
15,48,3,0,48,2,0.024193548387097,0.07741935483871,0.004838709677419,0,1,3
3,10,0,0,10,1,0.009316770186335,0.031055900621118,0,0,1,3
9,23,2,1,23,0,0.023136246786632,0.059125964010283,0.005141388174807,0.002570694087404,1,3
11,27,2,0,27,0,0.026128266033254,0.064133016627078,0.004750593824228,0,1,3
16,44,2,0,44,2,0.038740920096852,0.106537530266344,0.004842615012107,0,1,3
7,33,5,0,33,0,0.020408163265306,0.096209912536443,0.014577259475219,0,1,3
22,60,8,0,60,1,0.037735849056604,0.102915951972556,0.013722126929674,0,1,3
11,35,6,1,35,0,0.028423772609819,0.090439276485788,0.015503875968992,0.002583979328165,1,3
9,39,5,1,39,0,0.017175572519084,0.074427480916031,0.009541984732824,0.001908396946565,1,3
8,25,4,0,25,1,0.021798365122616,0.068119891008174,0.010899182561308,0,1,3
7,25,3,0,25,1,0.016355140186916,0.058411214953271,0.007009345794393,0,1,3
13,42,3,0,42,0,0.030232558139535,0.097674418604651,0.006976744186047,0,1,3
16,41,3,1,41,0,0.028368794326241,0.072695035460993,0.00531914893617,0.00177304964539,1,3
10,34,3,0,34,0,0.028818443804035,0.097982708933718,0.00864553314121,0,1,3
14,36,1,0,36,1,0.035087719298246,0.090225563909774,0.00250626566416,0,1,3
11,29,2,0,29,1,0.030898876404494,0.081460674157303,0.00561797752809,0,1,3
6,23,2,0,23,0,0.016172506738545,0.061994609164421,0.005390835579515,0,1,3
8,23,1,0,23,1,0.022284122562674,0.064066852367688,0.002785515320334,0,1,3
13,26,4,0,26,0,0.032745591939547,0.065491183879093,0.01007556675063,0,1,3
11,32,4,0,32,1,0.028720626631854,0.08355091383812,0.010443864229765,0,1,3
15,33,3,0,33,1,0.041666666666667,0.091666666666667,0.008333333333333,0,1,3
5,15,2,1,15,0,0.013888888888889,0.041666666666667,0.005555555555556,0.002777777777778,1,3
10,28,4,0,28,0,0.027322404371585,0.076502732240437,0.010928961748634,0,1,3
3,19,1,0,19,0,0.008333333333333,0.052777777777778,0.002777777777778,0,1,3
6,22,4,0,22,1,0.015584415584416,0.057142857142857,0.01038961038961,0,1,3
8,26,1,0,26,1,0.021108179419525,0.068601583113457,0.002638522427441,0,1,3
6,38,6,1,38,1,0.016528925619835,0.104683195592287,0.016528925619835,0.002754820936639,1,3
12,30,2,0,30,1,0.032345013477089,0.080862533692722,0.005390835579515,0,1,3
5,33,0,0,33,1,0.009398496240602,0.06203007518797,0,0,1,3
6,28,0,0,28,1,0.016172506738545,0.075471698113208,0,0,1,3
11,24,3,0,24,0,0.030054644808743,0.065573770491803,0.008196721311475,0,1,3
9,29,1,0,29,1,0.016333938294011,0.052631578947368,0.001814882032668,0,1,3
13,31,0,0,31,2,0.03475935828877,0.082887700534759,0,0,1,3
14,42,3,0,42,0,0.022047244094488,0.066141732283465,0.004724409448819,0,1,3
10,32,3,1,32,0,0.026881720430108,0.086021505376344,0.008064516129032,0.002688172043011,1,3
10,32,3,0,32,0,0.029325513196481,0.093841642228739,0.008797653958944,0,1,3
11,38,5,0,38,1,0.015449438202247,0.053370786516854,0.007022471910112,0,1,3
6,35,4,0,35,2,0.01171875,0.068359375,0.0078125,0,1,3
9,28,1,0,28,0,0.024390243902439,0.075880758807588,0.002710027100271,0,1,3
9,25,4,0,25,1,0.025862068965517,0.07183908045977,0.011494252873563,0,1,3
7,24,2,0,24,0,0.014893617021277,0.051063829787234,0.004255319148936,0,1,3
6,24,0,0,24,0,0.017341040462428,0.069364161849711,0,0,1,3
15,38,3,0,38,0,0.020746887966805,0.052558782849239,0.004149377593361,0,1,3
11,25,0,0,25,1,0.031339031339031,0.071225071225071,0,0,1,3
6,19,1,0,19,0,0.01685393258427,0.053370786516854,0.002808988764045,0,1,3
6,21,4,0,21,0,0.016949152542373,0.059322033898305,0.011299435028249,0,1,3
12,38,6,0,38,0,0.021015761821366,0.066549912434326,0.010507880910683,0,1,3
6,27,1,0,27,0,0.016304347826087,0.073369565217391,0.002717391304348,0,1,3
10,48,0,0,48,0,0.022321428571429,0.107142857142857,0,0,1,3
15,42,4,0,42,1,0.036855036855037,0.103194103194103,0.00982800982801,0,1,3
6,27,2,1,27,0,0.014814814814815,0.066666666666667,0.004938271604938,0.002469135802469,1,3
5,19,2,0,19,0,0.013698630136986,0.052054794520548,0.005479452054795,0,1,3
9,22,5,0,22,0,0.023622047244095,0.057742782152231,0.013123359580053,0,1,3
9,22,1,0,22,0,0.023316062176166,0.05699481865285,0.00259067357513,0,1,3
8,29,3,0,29,0,0.020512820512821,0.074358974358974,0.007692307692308,0,1,3
4,24,4,0,24,2,0.011396011396011,0.068376068376068,0.011396011396011,0,1,3
4,13,2,0,13,0,0.010309278350516,0.033505154639175,0.005154639175258,0,1,3
6,18,3,0,18,1,0.0153452685422,0.046035805626599,0.0076726342711,0,1,3
8,18,2,0,18,1,0.018018018018018,0.040540540540541,0.004504504504505,0,1,3
9,18,2,0,18,0,0.02112676056338,0.042253521126761,0.004694835680751,0,1,3
10,31,1,0,31,0,0.021834061135371,0.067685589519651,0.002183406113537,0,1,3
8,17,1,0,17,0,0.019704433497537,0.041871921182266,0.002463054187192,0,1,3
12,31,0,0,31,1,0.033707865168539,0.087078651685393,0,0,1,3
6,25,0,0,25,0,0.016759776536313,0.069832402234637,0,0,1,3
8,21,1,0,21,0,0.022408963585434,0.058823529411765,0.002801120448179,0,1,3
15,47,1,0,47,1,0.023076923076923,0.072307692307692,0.001538461538462,0,1,3
4,29,0,0,29,0,0.011049723756906,0.080110497237569,0,0,1,3
10,45,5,1,45,0,0.017035775127768,0.076660988074957,0.008517887563884,0.001703577512777,1,3
8,26,0,0,26,0,0.022160664819945,0.07202216066482,0,0,1,3
11,25,2,0,25,2,0.022869022869023,0.051975051975052,0.004158004158004,0,1,3
10,65,5,0,65,0,0.013071895424837,0.084967320261438,0.006535947712418,0,1,3
8,30,3,0,30,0,0.018348623853211,0.068807339449541,0.006880733944954,0,1,3
14,40,5,0,40,2,0.037333333333333,0.106666666666667,0.013333333333333,0,1,3
8,38,4,0,38,0,0.022988505747126,0.109195402298851,0.011494252873563,0,1,3
15,40,7,0,40,0,0.034965034965035,0.093240093240093,0.016317016317016,0,1,3
16,35,5,0,35,0,0.042666666666667,0.093333333333333,0.013333333333333,0,1,3
16,58,12,0,58,0,0.040100250626566,0.145363408521303,0.030075187969925,0,1,3
9,38,3,1,38,0,0.029032258064516,0.12258064516129,0.009677419354839,0.003225806451613,1,3
10,48,4,0,48,3,0.025974025974026,0.124675324675325,0.01038961038961,0,1,3
7,42,2,0,42,1,0.021148036253776,0.126888217522659,0.006042296072508,0,1,3
12,48,2,0,48,1,0.036144578313253,0.144578313253012,0.006024096385542,0,1,3
9,35,5,0,35,1,0.025641025641026,0.0997150997151,0.014245014245014,0,1,3
8,31,4,0,31,0,0.016427104722793,0.063655030800821,0.008213552361396,0,1,3
12,43,9,0,43,1,0.034883720930233,0.125,0.026162790697674,0,1,3
6,39,4,1,39,1,0.015831134564644,0.102902374670185,0.010554089709763,0.002638522427441,1,3
13,52,5,0,52,1,0.033163265306123,0.13265306122449,0.012755102040816,0,1,3
20,46,4,0,46,0,0.041067761806982,0.094455852156058,0.008213552361396,0,1,3
5,14,0,0,14,0,0.012594458438287,0.035264483627204,0,0,1,3
7,12,0,0,12,0,0.018716577540107,0.032085561497326,0,0,1,3
6,21,1,0,21,0,0.015831134564644,0.055408970976253,0.002638522427441,0,1,3
7,18,2,0,18,0,0.017766497461929,0.045685279187817,0.00507614213198,0,1,3
8,14,1,0,14,0,0.023054755043228,0.040345821325648,0.002881844380403,0,1,3
5,15,1,0,15,0,0.013192612137203,0.03957783641161,0.002638522427441,0,1,3
8,58,2,0,58,1,0.015841584158416,0.114851485148515,0.003960396039604,0,1,3
6,24,0,0,24,1,0.015748031496063,0.062992125984252,0,0,1,3
5,11,0,0,11,0,0.013812154696133,0.030386740331492,0,0,1,3
14,37,5,0,37,0,0.02046783625731,0.054093567251462,0.007309941520468,0,1,3
8,29,0,0,29,1,0.022535211267606,0.08169014084507,0,0,1,3
10,39,2,0,39,3,0.027624309392265,0.107734806629834,0.005524861878453,0,1,3
7,34,3,0,34,2,0.017766497461929,0.086294416243655,0.00761421319797,0,1,3
11,41,7,0,41,0,0.028645833333333,0.106770833333333,0.018229166666667,0,1,3
18,35,3,0,35,0,0.033519553072626,0.065176908752328,0.005586592178771,0,1,3
3,33,2,0,33,0,0.00828729281768,0.091160220994475,0.005524861878453,0,1,3
14,35,4,0,35,1,0.032863849765258,0.082159624413146,0.009389671361502,0,1,3
7,26,2,1,26,0,0.017114914425428,0.063569682151589,0.004889975550122,0.002444987775061,1,3
9,26,1,0,26,0,0.023316062176166,0.067357512953368,0.00259067357513,0,1,3
7,12,0,0,12,0,0.01994301994302,0.034188034188034,0,0,1,3
6,16,0,0,16,0,0.017543859649123,0.046783625730994,0,0,1,3
9,20,0,1,20,0,0.025,0.055555555555556,0,0.002777777777778,1,3
10,28,4,0,28,0,0.01788908765653,0.050089445438283,0.007155635062612,0,1,3
11,31,0,0,31,1,0.02827763496144,0.079691516709512,0,0,1,3
9,31,3,0,31,1,0.014446227929374,0.04975922953451,0.004815409309791,0,1,3
8,22,0,0,22,0,0.022408963585434,0.061624649859944,0,0,1,3
6,20,3,0,20,0,0.013513513513514,0.045045045045045,0.006756756756757,0,1,3
5,25,3,0,25,1,0.012406947890819,0.062034739454094,0.007444168734491,0,1,3
8,34,2,0,34,1,0.01980198019802,0.084158415841584,0.004950495049505,0,1,3
10,43,1,0,43,1,0.015408320493066,0.066255778120185,0.001540832049307,0,1,3
11,34,1,0,34,0,0.029333333333333,0.090666666666667,0.002666666666667,0,1,3
19,39,4,0,39,0,0.0475,0.0975,0.01,0,1,3
11,27,0,0,27,1,0.029333333333333,0.072,0,0,1,3
